Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability
R3045,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,63,Medium,U178,Gluten-Free,5,Feedback 3045,2024-03-10,Fall,Casual,3,756,None,19.59,155,No
R3046,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,40,Hard,U736,Vegetarian,3,Feedback 3046,2024-01-04,Summer,Casual,1,553,Dairy,16.96,345,No
R3047,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,67,Medium,U800,Gluten-Free,1,Feedback 3047,2024-06-01,Fall,Lunch,5,573,None,6.91,425,Yes
R3048,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,24,Medium,U799,None,2,Feedback 3048,2024-10-06,Winter,Dinner,6,498,None,8.42,148,No
R3049,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,66,Easy,U892,Vegan,1,Feedback 3049,2024-07-22,Winter,Lunch,2,419,Soy,6.46,59,No
R3050,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,75,Hard,U248,Vegetarian,3,Feedback 3050,2024-08-11,Summer,Lunch,1,524,Dairy,18.34,473,Yes
R3051,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,65,Hard,U822,Vegetarian,3,Feedback 3051,2024-07-10,Summer,Lunch,6,798,Dairy,10.72,458,No
R3052,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,44,Medium,U904,None,2,Feedback 3052,2024-09-19,Winter,Party,2,380,None,6.11,300,Yes
R3053,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,15,Easy,U917,None,5,Feedback 3053,2024-07-13,Summer,Lunch,4,608,Gluten,8.22,303,Yes
R3054,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,86,Hard,U890,Vegetarian,1,Feedback 3054,2024-03-05,Summer,Dinner,5,401,Dairy,11.47,166,No
R3055,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,83,Easy,U988,Vegan,4,Feedback 3055,2024-04-25,Fall,Party,6,588,Soy,13.79,290,Yes
R3056,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,87,Easy,U892,Vegan,5,Feedback 3056,2024-03-04,Spring,Casual,4,760,Soy,16.82,146,No
R3057,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,19,Easy,U944,Vegan,3,Feedback 3057,2024-02-20,Spring,Casual,6,204,Soy,19.16,240,No
R3058,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,72,Medium,U247,None,5,Feedback 3058,2024-03-29,Winter,Dinner,5,268,None,9.51,234,Yes
R3059,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,27,Medium,U253,Gluten-Free,1,Feedback 3059,2024-06-23,Winter,Lunch,1,784,None,8.57,449,Yes
R3060,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,49,Hard,U980,Vegetarian,5,Feedback 3060,2024-08-11,Summer,Casual,6,315,Dairy,11.78,86,No
R3061,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,63,Easy,U180,Vegan,3,Feedback 3061,2024-08-08,Summer,Casual,5,535,Soy,16.11,319,No
R3062,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,65,Medium,U560,Gluten-Free,1,Feedback 3062,2024-11-06,Winter,Dinner,6,445,None,16.99,306,Yes
R3063,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,37,Easy,U917,Vegan,4,Feedback 3063,2024-04-09,Summer,Lunch,1,219,Soy,6.86,297,Yes
R3064,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,24,Hard,U774,Vegetarian,2,Feedback 3064,2024-09-08,Winter,Party,3,636,Dairy,14.51,75,No
R3065,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,32,Easy,U145,Vegan,2,Feedback 3065,2024-07-31,Spring,Casual,6,531,Soy,17.81,276,Yes
R3066,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,45,Medium,U446,Gluten-Free,3,Feedback 3066,2024-03-31,Spring,Dinner,3,495,None,17.25,356,No
R3067,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,54,Medium,U752,Gluten-Free,3,Feedback 3067,2024-12-28,Winter,Casual,5,632,None,14.92,268,No
R3068,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,63,Easy,U906,Vegan,3,Feedback 3068,2024-05-02,Spring,Casual,1,330,Soy,8.91,209,Yes
R3069,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,54,Easy,U175,Vegan,2,Feedback 3069,2024-03-24,Summer,Dinner,5,799,Soy,14.92,127,Yes
R3070,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,28,Easy,U319,None,1,Feedback 3070,2024-05-26,Summer,Casual,1,333,Gluten,17.46,241,Yes
R3071,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,61,Hard,U442,Vegetarian,5,Feedback 3071,2024-06-06,Fall,Lunch,4,286,Dairy,18.2,310,No
R3072,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,17,Easy,U369,Vegan,4,Feedback 3072,2024-12-19,Fall,Dinner,1,510,Soy,13.03,58,Yes
R3073,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,39,Medium,U682,None,5,Feedback 3073,2024-09-26,Fall,Dinner,6,788,None,9.3,166,Yes
R3074,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,47,Medium,U163,Gluten-Free,3,Feedback 3074,2024-02-03,Winter,Dinner,1,441,None,19.22,281,Yes
R3075,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,74,Hard,U655,Vegetarian,5,Feedback 3075,2024-03-21,Fall,Party,3,302,Dairy,19.37,303,Yes
R3076,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,22,Easy,U897,Vegan,5,Feedback 3076,2024-05-17,Fall,Dinner,1,307,Soy,9.23,447,No
R3077,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,73,Hard,U435,Vegetarian,5,Feedback 3077,2024-04-29,Spring,Lunch,1,284,Dairy,6.74,338,No
R3078,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,39,Easy,U948,None,5,Feedback 3078,2024-03-21,Fall,Party,3,345,Gluten,19.61,373,No
R3079,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,60,Easy,U860,Vegan,2,Feedback 3079,2024-05-15,Spring,Party,3,514,Soy,7.69,425,No
R3080,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,69,Hard,U748,Vegetarian,3,Feedback 3080,2024-04-09,Winter,Lunch,4,617,Dairy,6.75,440,No
R3081,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,81,Hard,U409,Vegetarian,5,Feedback 3081,2024-07-05,Spring,Dinner,1,544,Dairy,16.11,328,Yes
R3082,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,30,Easy,U474,None,1,Feedback 3082,2024-09-11,Winter,Dinner,5,356,Gluten,11.54,282,Yes
R3083,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,90,Easy,U253,None,2,Feedback 3083,2024-07-23,Fall,Casual,2,774,Gluten,16.93,53,No
R3084,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,23,Medium,U633,None,2,Feedback 3084,2024-03-05,Winter,Party,1,464,None,5.18,55,No
R3085,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,41,Medium,U161,Gluten-Free,5,Feedback 3085,2024-10-24,Winter,Lunch,4,508,None,5.79,466,Yes
R3086,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,22,Easy,U702,None,2,Feedback 3086,2024-03-21,Summer,Casual,5,584,Gluten,10.21,306,No
R3087,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,28,Easy,U202,None,2,Feedback 3087,2024-08-26,Spring,Lunch,4,480,Gluten,14.25,338,No
R3088,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,27,Easy,U153,None,2,Feedback 3088,2024-10-27,Spring,Lunch,1,430,Gluten,14.99,127,Yes
R3089,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,57,Easy,U869,Vegan,5,Feedback 3089,2024-03-15,Winter,Party,1,404,Soy,7.58,201,No
R3090,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,80,Easy,U940,Vegan,4,Feedback 3090,2024-10-05,Fall,Dinner,5,290,Soy,6.23,166,No
R3091,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,78,Easy,U711,None,3,Feedback 3091,2024-10-02,Fall,Party,6,608,Gluten,9.11,134,No
R3092,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,90,Easy,U770,None,4,Feedback 3092,2024-02-22,Winter,Party,4,724,Gluten,7.6,448,Yes
R3093,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,22,Medium,U352,Gluten-Free,5,Feedback 3093,2024-07-22,Winter,Casual,2,791,None,6.13,346,Yes
R3094,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,64,Easy,U518,Vegan,3,Feedback 3094,2024-11-28,Fall,Party,4,561,Soy,15.77,327,Yes
R3095,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,26,Medium,U968,None,4,Feedback 3095,2024-09-07,Fall,Dinner,1,613,None,18.79,491,No
R3096,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,67,Hard,U895,Vegetarian,3,Feedback 3096,2024-05-25,Summer,Lunch,6,249,Dairy,18.79,89,Yes
R3097,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,89,Easy,U710,Vegan,4,Feedback 3097,2024-07-23,Winter,Dinner,4,614,Soy,16.71,82,No
R3098,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,56,Easy,U709,Vegan,4,Feedback 3098,2024-02-13,Spring,Party,1,262,Soy,10.41,257,Yes
R3099,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,72,Hard,U409,Vegetarian,1,Feedback 3099,2024-03-13,Spring,Party,6,223,Dairy,13.59,442,No
R3100,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,73,Medium,U725,Gluten-Free,4,Feedback 3100,2024-11-12,Spring,Casual,3,662,None,17.12,411,No
R3101,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,22,Hard,U861,Vegetarian,1,Feedback 3101,2024-12-13,Winter,Dinner,1,612,Dairy,5.44,165,No
R3102,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,19,Hard,U206,Vegetarian,4,Feedback 3102,2024-05-19,Winter,Lunch,2,374,Dairy,16.14,57,Yes
R3103,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,90,Hard,U158,Vegetarian,3,Feedback 3103,2024-07-25,Summer,Lunch,6,413,Dairy,15.24,263,Yes
R3104,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,24,Easy,U946,Vegan,2,Feedback 3104,2024-01-10,Fall,Lunch,2,423,Soy,6.41,297,Yes
R3105,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,17,Medium,U196,None,5,Feedback 3105,2024-09-11,Spring,Dinner,3,539,None,12.26,213,Yes
R3106,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,30,Hard,U970,Vegetarian,5,Feedback 3106,2024-06-30,Fall,Party,2,477,Dairy,12.57,371,Yes
R3107,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,26,Easy,U955,None,5,Feedback 3107,2024-01-12,Fall,Casual,3,315,Gluten,10.07,72,No
R3108,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,48,Easy,U111,None,4,Feedback 3108,2024-09-26,Fall,Party,2,400,Gluten,18.33,327,Yes
R3109,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,47,Medium,U855,Gluten-Free,5,Feedback 3109,2024-04-30,Spring,Lunch,3,658,None,7.2,330,No
R3110,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,50,Hard,U333,Vegetarian,1,Feedback 3110,2024-10-14,Summer,Lunch,4,633,Dairy,7.08,252,No
R3111,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,67,Easy,U329,None,4,Feedback 3111,2024-05-02,Spring,Casual,6,795,Gluten,5.94,189,No
R3112,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,36,Easy,U175,None,3,Feedback 3112,2024-02-20,Fall,Casual,6,369,Gluten,10.44,438,No
R3113,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,18,Medium,U356,Gluten-Free,2,Feedback 3113,2024-04-23,Summer,Party,5,724,None,15.49,95,No
R3114,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,72,Hard,U359,Vegetarian,1,Feedback 3114,2024-07-26,Fall,Lunch,5,501,Dairy,19.94,159,No
R3115,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,65,Medium,U489,None,3,Feedback 3115,2024-02-14,Winter,Lunch,1,425,None,7.97,343,No
R3116,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,87,Medium,U680,Gluten-Free,1,Feedback 3116,2024-03-28,Spring,Party,1,347,None,16.32,436,No
R3117,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,17,Easy,U729,Vegan,5,Feedback 3117,2024-06-13,Spring,Casual,3,492,Soy,14.1,55,No
R3118,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,18,Medium,U191,None,1,Feedback 3118,2024-06-01,Summer,Casual,3,312,None,17.84,297,Yes
R3119,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,84,Hard,U525,Vegetarian,5,Feedback 3119,2024-04-07,Summer,Lunch,2,450,Dairy,18.75,109,Yes
R3120,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,47,Easy,U951,Vegan,5,Feedback 3120,2024-05-29,Winter,Lunch,1,249,Soy,8.82,476,No
R3121,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,86,Hard,U829,Vegetarian,3,Feedback 3121,2024-09-23,Fall,Party,5,781,Dairy,11.76,179,No
R3122,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,22,Easy,U746,None,1,Feedback 3122,2024-11-03,Fall,Dinner,3,707,Gluten,16.16,464,Yes
R3123,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,28,Easy,U181,None,3,Feedback 3123,2024-01-26,Winter,Party,3,506,Gluten,15.44,137,Yes
R3124,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,40,Easy,U712,Vegan,2,Feedback 3124,2024-05-27,Spring,Party,5,485,Soy,16.39,163,Yes
R3125,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,59,Easy,U835,Vegan,2,Feedback 3125,2024-03-10,Summer,Casual,4,797,Soy,10.19,298,Yes
R3126,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,15,Hard,U155,Vegetarian,2,Feedback 3126,2024-06-27,Fall,Lunch,3,646,Dairy,12.27,374,No
R3127,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,24,Easy,U818,Vegan,4,Feedback 3127,2024-04-21,Summer,Dinner,2,456,Soy,13.18,275,No
R3128,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,48,Easy,U454,None,1,Feedback 3128,2024-08-14,Fall,Lunch,1,588,Gluten,7.92,394,No
R3129,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,62,Easy,U727,None,1,Feedback 3129,2024-10-19,Spring,Party,2,506,Gluten,12.56,269,Yes
R3130,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,18,Medium,U889,None,3,Feedback 3130,2024-02-15,Summer,Casual,3,449,None,19.05,348,Yes
R3131,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,41,Easy,U775,None,4,Feedback 3131,2024-02-07,Winter,Dinner,4,387,Gluten,16.34,107,No
R3132,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,55,Easy,U419,Vegan,1,Feedback 3132,2024-07-22,Winter,Lunch,2,583,Soy,14.76,99,Yes
R3133,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,72,Easy,U665,Vegan,1,Feedback 3133,2024-11-03,Fall,Party,2,775,Soy,19.11,341,No
R3134,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,34,Medium,U308,Gluten-Free,4,Feedback 3134,2024-12-13,Summer,Casual,5,216,None,9.28,238,Yes
R3135,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,78,Hard,U407,Vegetarian,4,Feedback 3135,2024-11-23,Winter,Party,5,495,Dairy,8.97,260,No
R3136,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,83,Easy,U416,Vegan,5,Feedback 3136,2024-10-28,Summer,Party,5,558,Soy,9.16,390,No
R3137,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,78,Easy,U899,Vegan,2,Feedback 3137,2024-04-01,Fall,Dinner,2,797,Soy,19.01,244,Yes
R3138,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,27,Easy,U245,Vegan,2,Feedback 3138,2024-04-21,Spring,Dinner,5,273,Soy,6.99,230,No
R3139,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,77,Medium,U807,Gluten-Free,2,Feedback 3139,2024-10-07,Fall,Dinner,5,408,None,16.12,180,Yes
R3140,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,74,Medium,U602,Gluten-Free,5,Feedback 3140,2024-03-04,Summer,Dinner,6,370,None,7.18,121,No
R3141,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,16,Medium,U595,None,5,Feedback 3141,2024-08-09,Winter,Lunch,6,491,None,17.3,180,No
R3142,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,27,Hard,U169,Vegetarian,2,Feedback 3142,2024-12-15,Winter,Dinner,5,788,Dairy,9.5,273,No
R3143,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,16,Easy,U411,Vegan,5,Feedback 3143,2024-10-03,Summer,Lunch,6,300,Soy,8.03,218,Yes
R3144,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,72,Medium,U594,Gluten-Free,3,Feedback 3144,2024-03-15,Summer,Casual,4,633,None,10.36,156,No
R3145,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,39,Easy,U270,Vegan,1,Feedback 3145,2024-07-21,Fall,Lunch,2,473,Soy,10.29,146,No
R3146,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,36,Easy,U349,Vegan,3,Feedback 3146,2024-04-05,Summer,Casual,1,364,Soy,12.34,84,No
R3147,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,67,Medium,U392,Gluten-Free,3,Feedback 3147,2024-06-17,Spring,Casual,2,313,None,8.44,327,Yes
R3148,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,52,Medium,U384,Gluten-Free,5,Feedback 3148,2024-04-15,Spring,Dinner,6,371,None,13.91,351,Yes
R3149,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,42,Medium,U299,Gluten-Free,4,Feedback 3149,2024-04-30,Summer,Dinner,4,767,None,7.77,145,Yes
